#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime
IV|MCI|41.491036|13.813008|493|Montecassino|2017-07-20T13:29:24|
IV|MCIF|43.811583|12.631683|330|Montecalvo in Foglia|2013-12-04T13:20:00|
IV|MCPD|38.1199|14.731|199|Capo Orlando (Messina)|2012-10-18T10:10:25|2099-03-19T16:23:00
IV|MCRV|40.7826|15.1684|1191.0|Calabritto - Mt. Cervialto|2005-07-10T10:00:00|
IV|MCSR|38.0646|15.2301|1064|Castroreale|2010-06-15T00:00:00|2017-09-09T14:13:00
IV|MCT|37.61864|13.60761|1558|MONTECAMMARATA|2003-03-01T00:00:00|
IV|MDAR|43.1927|13.1427|940|Monte Daria|2008-10-27T09:52:00|
IV|MDI|45.76972|9.716|954.0|Monte diNese (BG), Italy|2004-12-03T00:00:00|
IV|ME01|37.932919|14.361088|944.0|Mistretta|2007-10-18T00:00:00|2009-02-03T23:00:00
IV|ME02|38.033211|14.590067|677.0|San Fratello|2007-10-19T00:00:00|2009-02-03T23:00:00
IV|ME03|38.330135|15.837419|567.0|Palmi|2007-10-20T00:00:00|2009-02-05T23:00:00
IV|ME04|38.59285|16.357622|907.0|Brognaturo|2007-10-21T00:00:00|2008-06-28T23:00:00
IV|ME05|38.124279|15.899861|1458.0|Diga Del Menta|2007-10-22T00:00:00|2010-01-31T23:00:00
IV|ME07|38.08128|14.811569|739.0|CastellUmberto|2007-11-22T00:00:00|2008-05-10T23:00:00
IV|ME09|37.952396|15.756405|244.0|Pentedattilo|2008-06-27T00:00:00|2010-01-31T23:00:00
IV|ME10|38.302914|16.195333|728.0|Cittanova|2007-11-21T00:00:00|2009-02-04T23:00:00
IV|ME12|38.6315|15.07|120.0|Panarea|2007-11-06T00:00:00|2010-01-31T23:00:00
IV|ME15|38.170807|14.898788|116.0|Gioiosa Marea|2008-05-12T00:00:00|2010-01-31T23:00:00
IV|MELA|41.7059|15.127|115.0|Melanico - S. Croce di Magliano|2008-04-23T16:00:00|
IV|MERA|45.7054|9.4291|338.0|Merate|2009-03-25T17:00:00|
IV|MESG|40.589408|17.850423|78|Mesagne|2009-05-27T14:00:00|
IV|MEU|37.11112|14.83|986|MONTE LAURO|2003-03-01T00:00:00|2020-10-04T23:59:59
IV|MF5|42.987797|13.459709|723|Montefalcone Appennino|2012-04-26T08:00:00|
IV|MFNL|37.79082|12.92242|677|MONTE FINESTRELLE|2003-03-01T00:00:00|
IV|MGAB|42.91263|12.11214|547.0|Montegabbione|2008-04-02T12:00:00|
IV|MGR|40.1376|15.55352|986.0|Morigerati|2003-03-01T00:00:00|
IV|MIDA|41.64188|14.25402|950.0|Miranda|2004-12-07T10:30:00|
IV|MIGL|40.6044|16.441|440.0|Miglionico|2006-08-07T00:00:00|
IV|MILN|45.4803|9.2321|125.0|Milano|2012-01-27T06:00:00|
IV|MILZ|38.2713|15.2313|0|Milazzo Faro|2007-03-28T14:00:00|
IV|MIR07|45.081006|11.13005|13|Ostiglia (MN)|2012-07-10T06:00:00|2012-09-11T23:59:00
IV|MLIG|43.988313|7.683705|1553.0|Colle Melosa|2024-11-18T17:00:00|
IV|MMGO|37.66195|12.97673|397.0|MONTE MAGAGGIARO|2003-03-01T00:00:00|
IV|MML1|43.1135|12.9717|943.0|Monte Lago|2018-04-10T11:00:00|
IV|MMME|37.9352|15.2539|959|MONGIUFFI-MELIA|2004-07-12T00:00:00|2012-05-16T00:00:00
IV|MMN|39.890961|15.990414|921|MORMANNO|2009-06-24T13:00:00|
IV|MMO1|42.899333|13.326833|957.0|Montemonaco|2012-11-07T07:17:11|2026-05-27T09:00:00
IV|MMUR|43.44183|12.9973|840|Monte Murano|2008-10-27T10:03:00|
IV|MNO|37.931|14.695|1830|MONTE SORO|2003-03-01T00:00:00|2019-11-27T23:59:59
IV|MNS|42.38546|12.68106|706|MONTASOLA|2003-03-01T00:00:00|2013-03-01T11:08:00
IV|MNTP|43.137378|13.469252|325|Montappone|2012-11-16T14:29:00|
IV|MNTT|43.062|13.595667|343|Montottone|2012-04-19T13:49:00|
IV|MNTV|45.1495|10.7897|36.0|Mantova|2012-01-23T14:30:00|
IV|MOCL|44.004901|11.180785|639|Montecuccoli|2016-11-30T10:12:00|
IV|MOCO|41.37|15.158|1049.0|Biccari - Monte Cornacchia|2005-08-03T00:00:00|
IV|MODE|44.629722|10.949167|41.0|Modena|2007-10-18T12:00:00|
IV|MODR|41.1459|13.8779|345.0|Mondragone|2007-06-19T12:00:00|
IV|MOMA|42.80387|12.570071|1040|Monte Martano|2011-08-08T14:00:00|
IV|MONC|45.0739|7.9271|480|Moncucco Torinese|2005-01-13T00:01:00|
IV|MPAG|43.6292|12.7595|930|Monte Paganuccio|2009-03-26T12:00:00|
IV|MPAZ|37.9531|16.0067|496|Palizzi|2006-09-20T00:00:00|
IV|MPG|38.16167|13.36|600|MONTE PELLEGRINO|2003-03-01T00:00:00|
IV|MPNC|38.145|15.352|385|MPNC - San Pier Niceto (ME), Italy|2009-07-02T12:00:00|
IV|MPPT|43.957533|11.090265|752|Montemurlo|2015-06-04T17:41:54|
IV|MRB1|41.1227|14.96815|688.0|MONTE ROCCHETTA|2003-03-01T00:00:00|
IV|MRCB|38.162|15.703|500|Reggio Calabria|2007-11-08T00:00:00|
IV|MRGE|45.76975|7.06101|1660|Morge|2005-06-24T12:00:00|
IV|MRLC|40.7564|15.48892|605.0|Muro Lucano|2003-03-01T00:00:00|
IV|MRVN|41.0609|16.1958|610.0|Minervino Murge|2007-04-24T15:00:00|
IV|MSAG|41.712|15.9096|890.0|Monte S. Angelo|2006-05-25T17:00:00|
IV|MSCL|38.232|15.79|893|SCILLA|2007-11-08T00:00:00|2017-08-16T09:46:39
IV|MSFR|38.0339|14.5916|723|MSFR - San Fratllo (ME), Italy|2011-02-02T00:00:00|
IV|MSRU|38.2639|15.5083|408|POGGIO SCUDEARU|2004-07-12T10:00:00|
IV|MSSA|44.31625|9.51739|930.0|Maissana|2008-11-21T12:00:00|
IV|MTCE|42.022382|12.742577|388|MONTECELIO|2003-03-01T00:00:00|
IV|MTCR|44.028|11.0024|1290|MTCR|2013-01-08T11:00:22|2019-07-19T23:59:00
IV|MTGR|37.89337|12.75932|751|MONTAGNA GRANDE|2003-03-01T00:00:00|
IV|MTL1|43.256732|13.009601|353|Matelica|2011-04-05T11:04:00|
IV|MTMR|40.918446|15.002567|850.0|Montemarano (AV)|2017-06-08T13:41:54|
IV|MTRA|42.75669|13.39654|809|Matera di Acquasanta Terme (AP)|2017-07-06T15:35:00|
IV|MTRZ|44.3128|11.4248|570|Monterenzio|2007-12-12T00:00:00|
IV|MTSN|40.2663|15.7515|1056.0|Montesano sulla Marcellana|2006-08-07T12:00:00|
IV|MTTG|38.0031|15.69992|484|MOTTA SAN GIOVANNI|2003-03-01T00:00:00|
IV|MUCR|38.043|14.8739|1042|Ucria|2011-04-14T00:00:00|
IV|MURB|43.263|12.5246|845|MONTE URBINO|2004-01-23T00:00:00|
IV|NARO|43.610823|12.580583|272|Abbazia di Naro|2011-01-17T14:00:00|
IV|NDIM|44.8873|10.8987|19.0|Novi di Modena|2013-02-08T12:08:00|
IV|NEVI|44.5834|10.3163|480.0|Neviano degli Arduini|2012-05-25T10:55:00|
IV|NICCA|38.55694|15.93858|240|Nicotera (VV)|2024-02-07T14:00:00|
IV|NOCI|40.7888|17.0644|420.0|Noci|2005-08-03T15:50:00|
IV|NOV|38.0286|15.1355|840|NOV - Novara (ME), Italy|2009-12-11T12:00:00|
IV|NOVE|44.79822|10.71608|16|NOVELLARA|2003-05-20T00:00:00|2015-05-15T13:00:00
IV|NRCA|42.83355|13.11427|927|NORCIA|2003-03-01T00:00:00|
IV|OFFI|42.93348|13.685707|258.0|Offida|2006-05-16T12:00:00|
IV|OPPE|45.3082|11.1724|20.0|Oppeano|2009-09-24T17:00:00|
IV|ORI|40.05096|16.450405|375.0|ORIOLO CALABRO|2003-03-01T00:00:00|
IV|ORO|45.62678|7.9813|1157.0|OROPA|2023-11-21T00:00:00|
IV|ORTE|42.460718|12.384527|100|ORTE|2022-07-11T11:29:00|
IV|ORZI|45.4056|9.9307|83.0|Orzinuovi|2010-03-15T17:00:00|
IV|OSKI|40.821|9.1083|896|Oschiri|2006-12-22T12:00:00|2012-09-19T00:00:00
IV|OSSC|43.52358|11.24579|452|OSSC|2011-07-14T07:08:09|
IV|OVO|40.8275|14.39667|584|OSSERVATORIO VESUVIANO|2003-03-01T00:00:00|
IV|PABO|41.748856|14.386994|1016|Pietrabbondante|2022-02-23T09:24:00|
IV|PALZ|40.9441|15.9602|450.0|Palazzo San Gervasio|2006-08-07T00:00:00|
IV|PANTE|36.81011|11.99514|111|PANTE|2018-05-10T06:06:00|
IV|PAOL|41.031206|14.567486|715.0|Paolisi|2010-02-26T14:00:00|
IV|PARC|43.6486|12.2386|580|Parchiule|2008-04-01T12:30:00|
IV|PCN|45.0353|9.7247|55.0|PCN|2018-12-18T08:56:51|
IV|PCRO|43.60768|13.53233|165|Pietralacroce (Ancona)|2009-01-05T10:10:00|
IV|PE3|43.696|12.496333|530.0|Peglio|2011-12-12T12:00:00|
IV|PESA|43.94105|12.84018|221|PESARO|2003-03-01T00:00:00|
IV|PETRA|37.8335|14.1148|1547.0|Petralia Soprana|2012-07-26T00:00:00|
IV|PF6|43.137868|13.194333|419|Pievefavera|2011-07-20T08:12:00|
IV|PGEL|36.7942|11.9788|416|Pantelleria Gelfiser|2022-05-27T16:14:00|
IV|PGHD|36.7714|12.0405|331|Pantelleria Serra Ghirlanda|2022-05-27T16:17:00|
IV|PIEI|43.53567|12.535|665|PIEIA|2003-03-01T00:00:00|
IV|PIGN|41.200001|14.17989|398.0|Pignataro Maggiore (CE)|2011-10-25T11:55:01|
IV|PII|43.72193|10.52495|66|PISA|2003-03-01T00:00:00|
IV|PIO1|43.178198|12.983759|460|Pioraco|2011-03-23T11:17:00|
IV|PIPA|39.48514|16.8158|479.0|Pietrapaola|2008-07-02T12:45:00|
IV|PLAC|38.4494|16.4383|602.0|Placanica|2005-10-18T00:00:00|
IV|PLLN|37.9926|14.1431|787|POLLINA|2009-05-21T12:15:00|
IV|PLMA|44.04981775414|9.85365177896|22.0|Palmaria-Portovenere|2010-03-30T00:00:00|
IV|POFI|41.71743|13.71202|878|Posta Fibreno|2007-03-28T15:00:00|
IV|PONC|44.626924|7.02424|1720.0|Ponte Chianale|2025-09-24T17:00:00|
IV|PP3|43.379|13.6095|21.0|PP3|2013-07-21T11:30:00|
IV|PRMA|44.76374|10.31311|78|Parma|2008-06-04T15:00:00|
IV|PSB1|41.22345|14.81078|551.0|PESCO SANNITA|2003-03-01T00:00:00|
IV|PSL|44.008889|10.928229|770|Pistoia|2023-07-14T21:46:00|
IV|PTCC|46.4075|13.354|700|PATOCCO|2003-03-01T00:00:00|
IV|PTF|43.960348|11.069321|533|Montebello|2011-03-28T14:21:00|2015-06-30T23:59:59
IV|PTMD|36.7885|11.9934|626|Pantelleria - Kuddia Mida|2010-07-20T00:00:00|2018-04-19T10:20:00
IV|PTMR|40.761401|14.034938|134|Procida - Terra Murata, Stazione Osservatorio Vesuviano|2018-06-18T23:00:00|
IV|PTQR|42.02193|13.40057|957|PIETRAQUARIA|2003-03-01T00:00:00|
IV|PTRJ|41.3641|14.529|1027.0|Pietraroja|2007-01-18T00:00:00|
IV|PTRP|40.52148|16.06124|1077.0|PIETRAPERTOSA|2003-12-05T00:00:00|
IV|PTS|36.807|11.993|100|PANTELLERIA|2003-03-01T00:00:00|2010-10-05T00:00:00
IV|PZIN|36.8121|11.9729|205|Pantelleria Zinedi|2021-12-06T10:54:37|
IV|PZUN|40.6458|15.807|820.0|Potenza Universita|2018-09-19T01:36:00|
IV|PZZT|44.1313|10.8617|1236|Monte Pizzetto|2005-08-09T11:18:00|2013-03-01T11:05:00
IV|QLNO|44.32425|8.34592|547|QUILIANO|2003-03-01T00:00:00|
IV|RAFF|37.2225|14.3624|310.0|Raffo Rosso|2005-12-22T11:00:00|
IV|RAVA|44.75587|11.1188|15|RAVARINO|2003-11-10T00:00:00|
IV|RCAV|41.847261|12.945292|940|Rocca di Cave|2014-12-11T07:47:00|
IV|RDP|41.76039|12.7103|760.0|ROCCA DI PAPA|2005-09-22T09:01:00|
IV|RESU|37.6468|14.0568|785.0|Resuttano|2008-02-25T14:00:00|
IV|RFI|41.30057|13.98472|780|ROCCAMONFINA|2003-03-01T00:00:00|2011-04-01T00:00:00
IV|RIBO|42.949|11.0465|50|RIBO|2017-05-23T07:01:44|
IV|RINC|43.886471|11.60699|955.0|Rincine (FI)|2019-07-10T18:00:00|
IV|RM33|42.50898|13.21452|1097||2010-09-03T10:00:00|
IV|RMP|41.811928|12.70492|380|MONTE PORZIO CATONE|2009-01-29T12:00:00|
IV|RNI2|41.70328|14.1524|950.0|RIONERO SANNITICO|2003-03-01T00:00:00|
IV|ROM9|41.82842|12.51553|110|ROMA (sede INGV)|2003-03-01T00:00:00|
IV|ROSPO|42.2364|14.9315|-100.0|ROSPO|2020-01-20T11:02:48|2025-08-06T00:00:00
IV|ROVR|45.6468|11.0721|1316.0|Rovere Veronese|2008-10-08T00:00:00|
IV|RSM|43.93027|12.4497|645.0|REPUBBLICA DI SAN MARINO|2003-03-01T00:00:00|2011-05-05T10:50:00
IV|RSM2|43.937695|12.445128|645.0|Repubblica San Marino|2011-11-11T12:00:00|
IV|RUFI|43.838|11.5095|243|RUFI|2012-12-06T13:18:23|
IV|RVI2|41.61983|14.01983|990|ROCCHETTA VOLTURNO|2000-10-03T00:00:00|2002-12-31T23:59:59
IV|SACR|41.3974|14.7057|859.0|S. CROCE DEL SANNIO|2004-06-10T00:00:00|
IV|SACS|42.84906|11.90967|845|San Casciano dei Bagni|2004-12-16T00:00:00|
IV|SAIV|43.66482|12.413039|360.0|Sant Angelo in Vado (PU)|2013-12-12T15:28:00|
IV|SAL|45.607609|10.525968|94|Salo Centro - MuSa (BS), Italy|2024-03-19T08:00:00|
IV|SALB|39.8772|16.3459|1200.0|San Lorenzo Bellizzi|2009-09-03T14:00:00|
IV|SALIN|38.57911|14.81508|412.0|Salina|2026-04-29T12:02:36|
IV|SALO|45.6183|10.5243|600.0|Salo - San Bartolemeo (BS), Italy|2005-06-24T12:00:00|
IV|SAMA|41.7805|12.5923|119|S.Maria delle Mole (Ciampino, Roma)|2009-06-09T11:30:00|
IV|SANR|45.64|11.6099|51.0|Sandrigo|2012-01-23T14:30:00|2099-01-01T00:00:00
IV|SAP2|43.09667|13.399167|402|Sant Angelo in Pontano (MC)|2012-04-04T14:10:00|
IV|SARZ|44.867306|8.913604|266.0|Sarezzano|2015-12-11T16:27:54|
IV|SASS|43.25805|10.68983|438|Sassa|2010-05-17T12:00:00|2011-12-09T18:00:00
IV|SBPO|45.05108|10.91987|10|S.Benedetto Po|2005-06-20T10:00:00|
IV|SCHR|40.19924|16.0759|968.0|S. CHIRICO RAPARO|2003-12-05T00:00:00|
IV|SCIAC|37.516469|13.101908|181|SCIAC|2019-07-25T08:59:32|
IV|SCIAR|37.94064|13.74926|490|SCIAR|2019-02-08T11:28:00|
IV|SCIC|36.796216|14.672208|253|SCIC|2023-05-05T14:50:00|
IV|SCTE|40.0724|18.4675|150.0|Santa Cesarea Terme|2006-02-02T00:00:00|
IV|SDI|41.70995|13.8107|698|SAN DONATO VAL COMINO|2003-03-01T00:00:00|2011-04-01T00:00:00
IV|SEF1|43.14683|12.94762|518|Sefro|2011-11-07T11:24:01|
IV|SEI|44.05428|11.35855|610|SANT AGATA|2003-03-01T00:00:00|
IV|SELL|38.983001|16.627906|633.0|Sellia (CZ)|2020-12-17T00:00:00|
IV|SENI|43.7052|13.2331|10.0|Senigallia|2008-02-26T10:38:00|
IV|SERM|45.00997|11.29582|7|Sermide (MN)|2012-01-19T10:40:00|
IV|SERS|39.0359|16.6886|1221.0|Sersale|2005-10-19T14:08:00|
IV|SEST|46.74931|12.21652|1729|MONTE ROTA|2003-11-12T00:00:00|2009-06-17T00:00:00
IV|SFI|43.90477|11.84695|548|SANTA SOFIA|2003-03-01T00:00:00|
IV|SGAL|45.563555|10.31064|460.0|Botticino San Gallo|2019-11-06T08:00:00|
IV|SGG|41.38667|14.37917|880.0|S.Gregorio Matese|2005-03-22T00:00:00|
IV|SGO|40.56045|15.30738|651|SICIGNANO DEGLI ALBURNI|2003-03-01T00:00:00|
IV|SGRT|41.7546|15.7437|960.0|San Giovanni Rotondo|2006-05-24T17:00:00|
IV|SGTA|41.135|15.365|890.0|Sant Agata di Puglia|2006-01-18T00:00:00|
IV|SICLA|38.25629|15.7145|10.0|SICLA|2018-10-12T08:43:33|2026-02-01T00:00:00
IV|SIRI|40.1821|15.8675|1063.0|Monte Sirino - Moliterno|2006-08-07T00:00:00|
IV|SLCN|40.39|15.63277|986.0|SALA CONSILINA|2003-03-01T00:00:00|
IV|SMA1|42.6305|13.3353|1150|San Martino|2009-08-13T10:00:00|
IV|SMB1|41.3968|14.71843|819|COLLE SAN MARTINO|2000-10-03T00:00:00|2002-03-02T23:59:59
IV|SNAL|40.92542|15.20908|874.0|S. Angelo dei Lombardi|2004-08-25T12:00:00|
IV|SNTG|43.255|12.94057|650|ESANATOGLIA|2003-03-01T00:00:00|
IV|SOI|38.07323|16.05424|305|SAMO|2003-03-01T00:00:00|
IV|SOLUN|38.09193|13.53261|190.0|SOLUNTO|2004-05-12T00:00:00|
IV|SORR|40.58256|14.335709|537|Penisola sorrentina - Stazione Osservatorio Vesuviano|2022-01-28T23:59:00|
IV|SPS2|39.291028|16.338806|620|Spezzano Piccolo|2014-12-30T20:00:00|
IV|SRES|42.23696|12.50993|410|Monte Soratte|2013-05-13T12:20:00|
IV|SSFR|43.43628|12.78225|750|Montelago di Sassoferrato|2010-07-06T14:30:00|
IV|SSM1|43.228783|13.176956|240.0|San Severino Marche|2011-05-30T11:46:00|2022-03-07T07:38:00
IV|SSP9|43.57387|12.13136|324.0|Sansepolcro|2010-12-15T11:30:00|
IV|SSY|37.1577|15.0737|600|SORTINO|2004-07-12T00:00:00|
IV|STAL|46.2601|12.7104|625|Staligial|2010-05-25T16:00:00|
IV|STR4|38.77385|15.2115|86|STROMBOLI 4|2003-10-20T00:00:00|2017-07-28T06:27:00
IV|STR6|38.787368|15.216027|814|Stromboli - Guardiani Stazione Osservatorio Vesuviano|2024-05-14T00:00:00|
IV|STRA|38.795253|15.217123|847|Stromboli InizioDirettissima-Stazione Osservatorio Vesuviano|2024-07-26T23:59:59|
IV|STRC|38.791058|15.191556|182|Stromboli Timpone del Fuoco - Stazione Osservatorio Vesuvian|2003-02-24T00:00:00|
IV|STRE|38.802415|15.215261|495|Stromboli - Sentiero del Bastimento, quota 450m|2023-05-14T23:59:59|
IV|STRG|38.809615|15.2149|163|Stromboli-Localit.. Labronzo|2006-09-16T12:00:00|
IV|T0104|42.3599|13.3382|754.0|Madonna delle Grazie (Coppito) - AQ|2009-10-09T16:00:00|2017-01-20T20:03:00
IV|T0110|42.22944|13.776334|915|Collepietro|2014-06-26T01:00:00|
IV|T0911|44.11173|10.07375|520.0|Castelpoggio (MS)|2013-06-21T12:00:00|2013-11-12T23:59:00
IV|T0912|44.168505|10.209548|687.0|Minucciano (LU)|2013-06-13T19:30:00|2013-08-06T14:00:00
IV|T1101|41.474883|14.540325|510.0|Colle del Matese (CE)|2016-01-20T10:20:00|
IV|T1299|42.634223|13.282205|940|T1299|2016-08-29T19:29:00|2021-11-07T23:59:00
IV|TAV1|43.589|11.1431|285|Tavarnelle|2014-12-22T10:13:28|2015-01-22T08:09:00
IV|TB01|43.381567|12.435667|643.0|Gubbio|2012-07-06T07:48:59|
IV|TB02|43.370417|12.409367|691.0|Pietralunga|2012-07-06T08:03:02|
IV|TB03|43.40134|12.41034|580.0|Pietralunga|2012-07-06T08:13:40|
IV|TDS|39.6601|16.33762|244.0|TERRANOVA DA SIBARI|2003-03-01T00:00:00|
IV|TEOL|45.361667|11.673889|370.0|Teolo|2009-05-20T12:00:00|
IV|TERO|42.62279|13.60393|673|TERAMO|2003-11-20T00:00:00|
IV|TOLF|42.06406|12.00017|371|TOLFA|2003-03-01T00:00:00|
IV|TRE1|43.311198|13.312848|330|Treia|2011-03-28T11:53:00|
IV|TREG|45.523|11.1606|342.0|Tregnago|2011-09-07T17:00:00|
IV|TREM|42.123|15.51|120.0|ISOLE TREMITI - SAN NICOLA|2014-06-12T09:54:00|
IV|TRIC|45.233997|8.327064|141.0|Tricerro (VC)|2026-07-16T18:00:00|
IV|TRIV|41.7666|14.5502|598.0|Trivento|2005-03-22T11:29:00|
IV|TRTR|42.8081|13.9138|160|Tortoreto Alta|2005-06-24T12:00:00|
IV|TSM1|43.34536|12.597621|553.0|Gubbio Cimitero Sito 1 STAR|2021-10-12T00:00:00|
IV|TSM2|43.39619|12.489944|630.0|star site 2|2021-11-03T00:00:00|
IV|TSM3|43.38298|12.354506|341.0|star site 3|2021-10-12T00:00:00|
IV|TSM4|43.3087|12.3046|270.0|Umbertide|2022-05-13T00:00:00|
IV|TSM5|43.479692|12.60252|379.0|Cantiano|2022-05-26T00:00:00|
IV|TSM6|43.47246|12.33275|402.0|Città di Castello|2022-06-14T00:00:00|
IV|USI|38.70787|13.17913|285|USTICA|2003-03-01T00:00:00|
IV|VAGA|41.4154|14.2342|795.0|Valle Agricola|2005-03-11T12:00:00|
IV|VAI|45.86742|8.76837|1150|VARESE|2003-03-01T00:00:00|2009-02-27T13:04:03
IV|VARE|45.867695|8.77|1219.0|Varese|2009-10-07T13:00:00|
IV|VARP|40.8165|14.4101|629.0|Vesuvio - Array Permanente|1988-01-01T00:00:00|2017-07-12T17:30:00
IV|VBKE|40.818549|14.438636|913.2||2021-10-09T00:00:00|
IV|VBKN|40.829959|14.429881|1004.18| Vesuvio Bunker NORD - Stazione Osservatorio Vesuviano|2009-05-12T00:00:00|
IV|VBKS|40.806289|14.422496|617.0|Vesuvio Bunker SUD - Stazione Osservatorio Vesuviano|2023-07-17T00:00:00|
IV|VBKW|40.824231|14.414156|877.7|Vesuvio Bunker OVEST - Stazione Osservatorio Vesuviano|2023-04-28T00:00:00|
IV|VCEL|42.39455|13.84059|1185|VILLA CELIERA|2004-05-14T00:00:00|
IV|VCNE|40.826595|14.433985|1007|Vesuvio Cratere Nord-Est - Stazione Osservatorio Vesuviano|2014-11-19T23:00:00|
IV|VCRE|40.818999|14.431419|1175|Vesuvio - Cratere Est, Stazione Osservatorio Vesuviano|2008-10-15T00:00:00|
IV|VENL|45.4167|12.3765|4.0|Venezia Lido|2014-06-10T15:16:00|
IV|VENT|40.79478|13.42156|108|VENTOTENE|2003-10-23T00:00:00|
IV|VERO|41.691045|13.4157987|590|VEROLI|2026-03-31T00:00:00|
IV|VIND|44.309828|7.175396|953.0|Vinadio|2024-12-11T17:00:00|
IV|VISG|44.188961|11.43431|727|Visignano (FI)|2019-06-12T18:00:00|
IV|VITU|41.18326|14.630154|848.0|Vitulano|2013-12-30T17:22:23|
IV|VIVA|41.750225|12.770183|550|Vivaro|2014-07-07T09:38:00|
IV|VMAN|45.3135|10.6628|64.0|Volta Mantovana (MN)|2020-12-10T17:00:00|
IV|VMG|43.96167|11.54383|450|VILLORE DEL MUGELLO|2003-03-01T00:00:00|2017-07-27T01:30:00
IV|VMGN|43.9545|11.5327|550|Villore del Mugello|2022-08-04T10:50:00|
IV|VOBA|45.6429|10.504|292.0|Vobarno|2011-04-08T17:00:00|
IV|VPOB|40.852793|14.383211|221|Pollena - Stazione Osservatorio Vesuviano|2014-07-09T12:00:00|
IV|VTB1|41.1833|14.6301|920|VITULANO|2003-03-01T00:00:00|2005-05-06T10:00:00
IV|VTIR|40.8059|14.4242|612|Vesuvio - Forestale|2013-03-18T09:26:55|
IV|VTRZ|40.807581|14.475264|225.0|Vesuvio - Terzigno|2022-10-20T12:00:00|
IV|VULT|40.9549|15.6163|1101|Monte Vulture - Melfi|2005-08-19T00:00:00|
IV|VVDG|40.8356|14.4239|855.0| Vesuvio Valle del Gigante - Stazione Osservatorio Vesuviano|2009-09-07T00:00:00|
IV|VVLD|41.86965|13.62324|1051|VILLAVALLELONGA|2003-03-01T00:00:00|
IV|ZCCA|44.35085|10.9765|700|ZOCCA|2003-03-01T00:00:00|
IV|ZEN8|45.6378|10.7319|596.0|San Zeno di Montagna|2010-03-03T18:02:49|
IV|ZONE|45.763578|10.117073|691|ZONE|2015-12-01T13:59:35|2021-09-09T23:59:00
IV|ZOVE|45.4536|11.4876|376.0|Zovencedo|2011-09-07T17:00:00|
